2019-8-9 09:00,4.175913,0.770071,1.84118,5.67238,5.67238,4.12148,0.76555,1.85894,5.64879,5.64879,4.011974,0.879057,1.84104,5.65639,5.65639,3.685794,0.955147,1.08618,5.65626,5.404906,3.123482,1.069628,0.3159,5.65641,5.145247,2.943914,0.887602,0.3124,4.8916,4.639744,330.33,7.05,326.46,332.93,8.99,325.29,324.69,13.38,317.93,843.858099,0.033249,843.758353,843.957846,20.598844,0.055096,20.501367,20.692083,284.59,13.13,0
2019-8-9 09:10,2.510108,0.792292,1.07494,4.90614,4.392759,2.345557,0.878487,0.343,4.13285,4.13285,2.356112,0.734836,1.07797,4.13025,3.878437,2.064939,0.706077,0.3245,4.1329,3.622574,1.351959,0.844564,0.3159,4.13055,3.619387,1.47857,0.895997,0.3124,4.1284,3.876544,327.26,9.79,319.96,332.6,13.01,320.36,323.44,13.3,314.26,843.891348,0.016624,843.841475,843.974471,20.446271,0.025429,20.416604,20.505605,283.38,27.7,0
2019-8-9 09:20,1.631996,0.461276,0.3087,2.60742,2.354561,1.275303,0.501776,0.343,2.61691,2.10907,1.442717,0.418162,0.3149,2.60411,2.092853,1.327633,0.424256,0.3245,2.60954,2.099214,0.493663,0.365443,0.3159,1.84176,1.589993,0.509306,0.377784,0.3124,1.8388,1.8388,309.36,9.89,312.94,315.78,13.06,302.83,308.5,12.46,307.68,843.974471,0.033249,843.874724,844.074217,20.386937,0.025429,20.314889,20.42508,272.4,33.58,0
2019-8-9 09:30,1.640425,0.386185,1.07494,2.60742,2.094039,1.152512,0.450992,0.343,1.85894,1.85894,1.314522,0.389929,0.3149,1.84104,1.84104,1.061045,0.409784,0.3245,1.84786,1.596506,0.367016,0.190733,0.3159,1.07883,1.07883,0.499384,0.337334,0.3124,1.8388,1.327456,303.91,6.52,300.47,309.23,9.83,314.15,298.18,6.83,300.24,843.891348,0.033249,843.82485,844.007719,20.272508,0.008476,20.251317,20.314889,271.94,10.12,0
2019-8-9 09:40,1.667244,0.397679,1.07494,2.60742,2.354561,1.136595,0.462362,0.343,1.85894,1.85894,1.457216,0.441054,0.3149,2.60411,2.092853,1.209572,0.564405,0.3245,2.60954,2.099214,0.739326,0.540154,0.3159,1.84176,1.84176,0.842824,0.641851,0.3124,2.602,2.090656,314.38,11.63,339.17,321.88,10.3,319.68,312.4,11.97,326.13,843.841475,0.016624,843.791602,843.891348,20.285222,0.012714,20.255555,20.314889,286.37,9.15,0
2019-8-9 09:50,1.671075,0.564719,0.3087,2.60742,2.354561,1.174493,0.604102,0.343,2.61691,2.10907,1.518261,0.586801,0.3149,2.60411,2.352297,1.438838,0.549171,0.3245,2.60954,2.60954,0.823248,0.582879,0.3159,1.84176,1.84176,1.058046,0.530424,0.3124,2.602,2.090656,333.88,4.44,338.64,348.42,13.03,339.88,344.72,18.83,334.92,843.791602,0.016624,843.725104,843.858099,20.361508,0.021191,20.314889,20.395414,330.71,47.45,0
2019-8-9 10:00,0.651976,0.479666,0.3087,1.84118,1.84118,0.348306,0.061396,0.343,1.10097,1.10097,0.366026,0.190768,0.3149,1.07797,1.07797,0.671064,0.415877,0.3245,1.84786,1.596506,0.683632,0.500482,0.3159,1.84176,1.84176,1.274032,0.594533,0.3124,2.602,2.090656,302.1,30.48,261.86,357.79,73.6,84.47,73.45,10.75,66.08,843.658606,0.099747,843.459113,843.841475,20.162316,0.101715,20.035173,20.344556,88.8,7.55,0
2019-8-9 10:10,1.639659,0.655135,0.3087,3.37366,2.860279,1.022899,0.69809,0.343,2.61691,2.61691,1.220664,0.698209,0.3149,2.60411,2.60411,0.760181,0.57126,0.3245,2.60954,2.099214,0.453227,0.299831,0.3159,1.84176,1.330597,0.716896,0.532714,0.3124,1.8388,1.586944,275.72,16.79,288.22,285.83,25,286.49,278.46,75.5,316.7,843.425864,0.016624,843.359366,843.52561,20.052125,0.012714,20.026696,20.090268,78.23,14.43,0
2019-8-9 10:20,0.682625,0.464341,0.3087,1.84118,1.84118,0.364223,0.125823,0.343,1.10097,1.10097,0.435465,0.282336,0.3149,1.84104,1.329783,0.33364,0.0815,0.3245,1.08618,0.834826,0.346417,0.149534,0.3159,1.07883,1.07883,0.940514,0.438077,0.3124,1.8388,1.8388,302.53,23.08,271.53,329.28,36.31,282.19,353.97,43.98,277.29,843.492361,0.033249,843.409239,843.625357,20.077554,0.008476,20.060601,20.094506,60.7,13.47,0
2019-8-9 10:30,0.649677,0.602265,0.3087,2.60742,2.354561,0.489288,0.405514,0.343,1.85894,1.85894,0.578159,0.528808,0.3149,2.60411,2.092853,0.488261,0.412069,0.3245,2.60954,2.099214,0.341077,0.144194,0.3159,1.84176,1.330597,0.415432,0.261014,0.3124,1.0756,1.0756,275.72,34,301.15,312.68,26.5,308.15,288.66,9.81,293.73,843.575484,0.016624,843.52561,843.641982,20.293698,0.089001,20.090268,20.412366,91.1,71.72,0
2019-8-9 10:40,1.372241,0.487329,0.3087,2.60742,2.354561,0.684087,0.499502,0.343,2.61691,2.10907,1.385487,0.483786,0.3149,2.60411,2.352297,1.413702,0.418924,0.3245,2.60954,2.358186,1.096377,0.524896,0.3159,2.60469,2.352923,1.531994,0.547214,0.3124,2.602,2.350144,317.63,16.85,322.5,325.56,16.19,293.52,320.79,11.85,307.26,843.558859,0.049873,843.409239,843.658606,20.204698,0.148335,20.005506,20.42508,288.85,7.86,0
2019-8-9 10:50,1.927765,0.607628,0.3087,3.37366,3.37366,1.363986,0.739021,0.343,3.37488,3.37488,1.419825,0.67608,0.3149,3.36718,2.855923,0.933844,0.626863,0.3245,2.60954,2.358186,0.458568,0.331875,0.3159,1.84176,1.589993,0.449776,0.296885,0.3124,1.8388,1.327456,261.19,15.82,235.57,259.11,22.67,244.72,253.65,31.29,248.47,843.342741,0.033249,843.276244,843.475737,20.111459,0.06781,20.005506,20.234365,238.2,49.35,0
2019-8-9 11:00,2.414328,0.432926,1.84118,3.37366,3.37366,2.016598,0.458572,0.343,3.37488,2.86704,2.300408,0.470814,1.07797,3.36718,3.36718,2.21499,0.522512,1.08618,3.37122,3.37122,2.076742,0.669853,0.3159,4.13055,3.619387,2.308168,0.696038,0.3124,4.1284,4.1284,286.3,16.36,269.87,293.26,18.35,277.7,290.24,17.88,277.11,843.37599,0.016624,843.309492,843.459113,20.107221,0.148335,19.70036,20.280984,274.62,9.28,0
2019-8-9 11:10,2.437315,0.486562,1.07494,3.37366,3.37366,2.040853,0.553318,0.343,3.37488,3.12475,2.39045,0.486076,1.07797,3.36718,3.36718,2.481578,0.488237,1.08618,3.37122,3.37122,2.496354,0.522607,1.07883,3.36762,3.36762,2.798906,0.451051,1.8388,4.1284,3.617056,297.63,14.73,277.29,311.76,14.07,287.15,312.05,13.54,321.54,843.309492,0.049873,843.159872,843.459113,19.149404,0.258526,18.848497,19.696122,295.77,8.74,0
2019-8-9 11:20,2.090208,0.598433,1.07494,3.37366,3.37366,1.44812,0.791321,0.343,3.37488,3.37488,1.847145,0.619613,0.3149,3.36718,3.36718,1.644491,0.872885,0.3245,3.37122,3.37122,1.023136,0.850667,0.3159,3.36762,2.856457,1.066442,0.904392,0.3124,4.1284,3.617056,279.56,14.75,284.55,284.33,15.12,288.16,285.67,18.85,269.51,843.176497,0.033249,843.07675,843.309492,19.471501,0.267002,18.962926,19.827504,291.32,27.21,0
2019-8-9 11:30,1.379904,0.529472,0.3087,2.60742,2.094039,0.532493,0.356246,0.343,1.85894,1.60881,1.058893,0.489891,0.3149,1.84104,1.84104,0.865293,0.547648,0.3245,1.84786,1.84786,0.41737,0.273892,0.3159,1.84176,1.330597,0.415432,0.261014,0.3124,1.0756,1.0756,247.21,19.82,226.89,243.78,24.13,239.87,227.69,45.63,250.27,843.392615,0.083122,843.209746,843.558859,19.95041,0.042381,19.827504,19.997029,230.64,50.43,0
2019-8-9 11:40,1.237383,0.403808,0.3087,1.84118,1.84118,0.369529,0.139466,0.343,1.10097,1.10097,0.770453,0.447922,0.3149,1.84104,1.84104,0.639074,0.400644,0.3245,1.84786,1.596506,0.383038,0.22125,0.3159,1.84176,1.330597,0.346744,0.157982,0.3124,1.0756,1.0756,220.46,11.84,226.11,217.88,14.33,236.57,208.84,18.49,235.2,843.608733,0.049873,843.475737,843.758353,19.954648,0.029667,19.886838,20.005506,166.35,25.47,0
2019-8-9 11:50,0.625157,0.387717,0.3087,1.84118,1.327799,0.343,0,0.343,0.343,0.343,0.368315,0.194583,0.3149,1.07797,1.07797,0.429612,0.263541,0.3245,1.08618,0.834826,0.3159,0,0.3159,0.3159,0.3159,0.322322,0.087768,0.3124,1.0756,0.823744,204.02,18.62,230.6,206.5,16.84,0,210.63,8.19,215.68,843.608733,0.049873,843.492361,843.725104,19.674932,0.114429,19.484216,19.886838,176.26,18.05,0
2019-8-9 12:00,1.023602,0.557823,0.3087,2.60742,2.094039,0.625723,0.440381,0.343,1.85894,1.85894,1.25195,0.660056,0.3149,2.60411,2.092853,1.314684,0.754825,0.3245,2.60954,2.60954,1.120791,0.740805,0.3159,2.60469,2.352923,1.293112,0.814334,0.3124,2.602,2.602,149.07,8.87,171.61,147.36,11.44,149.27,143.85,28.82,137.74,843.459113,0.033249,843.37599,843.575484,19.42912,0.063572,19.263833,19.501168,111.23,9.43,0
2019-8-9 12:10,1.187577,0.701876,0.3087,2.60742,2.60742,0.848566,0.590459,0.343,2.61691,2.36678,1.496132,0.6364,0.3149,2.60411,2.352297,1.818916,0.587255,0.3245,3.37122,2.860894,1.824213,0.574486,0.3159,3.36762,2.856457,2.08455,0.486158,1.0756,3.3652,3.113344,146.81,16.46,127.79,139.33,14.81,126.87,124.31,12.57,110.96,843.492361,0.033249,843.409239,843.575484,19.056165,0.101715,18.929021,19.268071,97.84,11.52,0
2019-8-9 12:20,0.686456,0.415302,0.3087,1.84118,1.588321,0.343,0,0.343,0.343,0.343,0.865837,0.481497,0.3149,1.84104,1.84104,1.211857,0.523274,0.3245,1.84786,1.84786,1.24286,0.456995,0.3159,2.60469,2.093527,1.622814,0.490738,0.3124,2.602,2.350144,118.38,32.73,80.32,110.6,26.83,0,89.86,20.14,60.45,843.542235,0.016624,843.492361,843.608733,18.95445,0.021191,18.916307,18.996831,71.99,13.15,0
2019-8-9 12:30,1.1462,0.658966,0.3087,2.60742,2.60742,0.678781,0.61623,0.343,2.61691,2.61691,1.428982,0.653188,0.3149,3.36718,2.855923,1.709234,0.545363,1.08618,3.37122,2.860894,1.647213,0.626366,0.3159,3.36762,3.115853,2.153238,0.649483,1.0756,3.3652,3.3652,101.34,16.69,105.61,95.8,14.68,106.73,85.72,14.97,98.52,843.592108,0.016624,843.508986,843.658606,18.81883,0.114429,18.63659,18.971402,78.83,12.17,0
2019-8-9 12:40,1.989064,0.39538,1.07494,3.37366,2.860279,1.751308,0.542707,1.10097,3.37488,3.12475,2.243941,0.450974,1.07797,3.36718,3.115367,2.448064,0.459293,1.84786,3.37122,3.119866,2.523056,0.463861,1.84176,3.36762,3.36762,2.879042,0.421286,1.8388,4.1284,3.617056,106.63,6.35,101.86,104.12,5.54,107.97,92.89,5.28,91.62,843.608733,0.033249,843.52561,843.691855,18.708638,0.012714,18.666257,18.734067,80.86,6.16,0
2019-8-9 12:50,1.835816,0.359367,1.07494,2.60742,2.354561,1.610326,0.374437,1.10097,2.61691,2.10907,2.165345,0.37772,1.84104,2.60411,2.60411,2.348284,0.361798,1.84786,2.60954,2.60954,2.423876,0.336452,1.84176,3.36762,2.856457,2.798142,0.361757,1.8388,3.3652,3.3652,94.66,5.09,97.34,91.16,5.01,93.78,82.08,2.58,82.59,843.641982,0.033249,843.558859,843.758353,18.649305,0.033905,18.556066,18.7044,77.04,2.98,0
2019-8-9 13:00,2.023545,0.3586,1.07494,2.60742,2.60742,1.680817,0.514662,1.10097,2.61691,2.61691,2.432419,0.421215,1.84104,3.36718,3.115367,2.671998,0.418924,1.84786,3.37122,3.37122,2.833569,0.485223,1.84176,4.13055,3.619387,3.29117,0.588427,2.602,4.8916,4.380256,97.7,13.17,115.26,95.3,4.73,101.06,88.5,3.25,91.11,843.691855,0.016624,843.625357,843.758353,18.513684,0.038143,18.43316,18.56878,80.4,2.18,0
2019-8-9 13:10,2.697836,0.487329,1.84118,4.1399,3.887041,2.513068,0.524515,1.10097,4.13285,3.62501,3.176413,0.445633,2.60411,4.13025,4.13025,3.653042,0.431111,2.60954,4.89458,4.384254,4.132076,0.450892,3.36762,4.89348,4.89348,4.642034,0.406786,3.3652,5.6548,5.402944,109.01,7.24,102.27,101.96,4.78,94.7,89.94,2.36,82.22,843.625357,0.016624,843.542235,843.708479,18.437398,0.089001,18.217015,18.585733,82.92,2.28,0
2019-8-9 13:20,2.632706,0.508017,1.07494,4.1399,3.887041,2.682853,0.588943,1.10097,4.13285,3.88272,3.212277,0.465473,1.84104,4.13025,3.878437,3.780242,0.395312,2.60954,4.1329,4.1329,4.205317,0.291439,3.36762,4.89348,4.641713,4.371098,0.43884,3.3652,4.8916,4.8916,111.73,9.13,117.92,106.49,7.57,99.29,89.49,2.64,89.68,843.691855,0.016624,843.625357,843.774977,18.098348,0.038143,18.060205,18.217015,83.6,3.44,0
2019-8-9 13:30,2.92541,0.439822,1.84118,4.1399,3.626519,2.940563,0.50405,1.85894,4.13285,3.62501,3.494613,0.490654,1.84104,4.13025,4.13025,3.966854,0.37627,3.37122,4.89458,4.384254,4.1748,0.322719,3.36762,4.89348,4.641713,4.475656,0.395338,3.3652,5.6548,5.402944,117.48,9.65,111.78,109.65,7.6,99.84,95.26,4.34,90.75,843.67523,0.016624,843.592108,843.791602,18.136491,0.021191,18.09411,18.191587,89.08,3.17,0
2019-8-9 13:40,3.394348,0.655135,2.60742,4.90614,4.653281,3.460531,0.651096,2.61691,4.89082,4.64069,3.884541,0.526518,2.60411,4.89332,4.89332,4.170984,0.476812,3.37122,4.89458,4.89458,4.275507,0.414271,3.36762,5.65641,5.145247,4.393994,0.386942,3.3652,5.6548,5.143456,122.12,3.05,125.62,118.03,4.42,123.26,106.28,5.32,114.05,843.725104,0.016624,843.67523,843.82485,18.022061,0.042381,17.95849,18.111062,90.2,4.28,0
2019-8-9 13:50,5.078544,0.473536,4.1399,6.43862,5.925239,4.985566,0.383533,4.13285,5.64879,5.39866,5.168025,0.389929,4.13025,5.65639,5.65639,5.270088,0.391504,4.89458,6.41794,5.907614,4.975114,0.511163,3.36762,6.41934,5.908177,4.519158,0.519739,3.3652,5.6548,5.6548,125.97,1.61,127.55,125.53,1.5,126.27,113.43,2.04,109.48,843.758353,0.033249,843.67523,843.874724,18.000871,0.050858,17.91187,18.09411,90.33,7.57,0
2019-8-9 14:00,5.350559,0.403808,4.1399,6.43862,5.925239,5.219021,0.378227,4.13285,5.64879,5.64879,5.448072,0.354064,4.89332,6.41946,5.908203,5.564858,0.364845,4.1329,6.41794,6.166586,5.078872,0.611107,2.60469,6.41934,5.908177,4.534422,0.609034,2.602,5.6548,5.6548,128.67,1.09,129.65,126.93,1.84,125.22,114.89,2.54,112.49,843.758353,0.033249,843.641982,843.874724,17.894918,0.029667,17.84406,17.950013,92.57,9.14,0
2019-8-9 14:10,3.651039,1.12484,1.07494,5.67238,5.67238,3.596207,1.353734,0.343,5.64879,5.39866,4.074546,1.133159,1.07797,5.65639,5.65639,4.376638,0.987137,1.84786,6.41794,5.907614,4.563131,0.760641,1.84176,6.41934,5.908177,4.874046,0.588427,3.3652,6.418,6.166144,104.41,19.37,129.49,107.59,16.31,120.27,101,9.98,104.22,843.708479,0.033249,843.608733,843.841475,18.022061,0.211906,17.793203,18.454351,82.73,6.88,0
2019-8-9 14:20,3.39818,1.102619,1.07494,5.67238,5.158999,3.335466,1.327205,1.10097,6.40676,5.89892,3.977636,1.191152,1.84104,5.65639,5.65639,4.610473,0.945245,2.60954,6.41794,5.907614,4.930101,0.818624,1.84176,6.41934,5.908177,5.584586,0.599875,3.3652,6.418,6.418,108.85,10.43,108.85,111.1,8.97,109.47,100.57,5.7,102.27,843.641982,0.033249,843.52561,843.791602,18.327207,0.139858,18.106824,18.492494,85.5,3.71,0
2019-8-9 14:30,5.747472,0.642875,4.1399,7.20486,7.20486,6.211204,0.554834,4.89082,7.16473,7.16473,6.340864,0.553989,4.89332,7.18253,7.18253,6.515435,0.554503,4.89458,7.9413,7.430974,6.439939,0.504297,4.89348,7.9452,7.434037,6.405026,0.541872,4.8916,7.9444,7.692544,115.38,2.94,112.69,112.62,2.97,108.76,98.57,4.8,87.77,843.508986,0.033249,843.359366,843.67523,17.810155,0.309383,17.305818,18.157682,82.73,4.36,0
2019-8-9 14:40,5.405728,0.586174,4.1399,7.20486,6.691479,6.04824,0.429011,4.89082,7.16473,6.65689,6.003587,0.448685,4.89332,7.18253,6.671273,5.940367,0.611629,3.37122,7.17962,6.928266,5.368785,0.865163,3.36762,7.18227,6.930503,4.996922,0.97079,2.602,7.1812,6.929344,110.82,2.38,111.99,109.92,3.29,108.77,99.44,6.49,89.72,843.475737,0.033249,843.392615,843.575484,17.098149,0.118668,16.898957,17.305818,89.62,9.73,0
2019-8-9 14:50,5.565106,0.376224,4.90614,6.43862,6.185761,6.39918,0.319105,5.64879,7.16473,6.9146,6.373676,0.335751,5.65639,7.18253,6.930717,6.277029,0.45777,4.89458,7.17962,7.17962,5.805181,0.679008,4.13055,7.18227,6.930503,5.641826,0.667037,3.3652,7.1812,6.669856,110.23,2.58,112.66,109.24,2.74,109.3,97,3.42,97.44,843.342741,0.033249,843.259619,843.442488,16.822671,0.029667,16.776052,16.903195,81.61,6.3,0
2019-8-9 15:00,5.346728,0.434458,4.1399,6.43862,5.925239,6.255166,0.507082,4.13285,7.16473,6.9146,6.474401,0.311333,5.65639,7.18253,6.930717,6.598458,0.366368,5.65626,7.17962,7.17962,6.465116,0.436396,4.89348,7.18227,7.18227,6.206594,0.588427,4.1284,7.1812,7.1812,106.91,5.5,112.52,105.55,3.61,105.04,93.32,2.73,92.58,843.259619,0.049873,843.126624,843.442488,16.729432,0.06781,16.615003,16.843862,75.16,5.19,0
2019-8-9 15:10,3.735325,0.465874,2.60742,5.67238,5.158999,4.016881,0.622293,2.61691,5.64879,5.39866,5.406866,0.563146,4.13025,7.18253,6.671273,6.286169,0.433396,5.65626,7.17962,6.928266,6.53912,0.370784,5.65641,7.18227,7.18227,6.865998,0.406022,5.6548,7.9444,7.692544,86.48,6.63,86.76,92.24,3.62,99.52,85.83,0.95,89.38,843.193121,0.033249,843.060126,843.309492,17.157483,0.267002,16.835385,17.712678,79.13,1.91,0
2019-8-9 15:20,3.965964,0.528706,2.60742,4.90614,4.90614,3.869076,0.569235,2.61691,4.89082,4.89082,5.168025,0.425793,4.13025,6.41946,5.908203,5.989114,0.377793,5.65626,6.41794,6.41794,6.330077,0.320431,5.65641,7.18227,6.930503,6.519506,0.433498,4.1284,7.1812,7.1812,78.98,4.47,86.96,88.23,3.37,93.02,84.7,0.97,85.86,843.292868,0.033249,843.209746,843.409239,17.861013,0.114429,17.513486,18.017823,76.91,3.48,0
2019-8-9 15:30,3.728429,0.590005,2.60742,4.90614,4.90614,3.615914,0.632147,1.85894,4.89082,4.89082,5.085614,0.560093,3.36718,6.41946,6.167647,6.05081,0.388457,4.89458,6.41794,6.41794,6.497159,0.409693,5.65641,7.18227,6.930503,6.711832,0.61285,4.1284,7.9444,7.433056,78.94,6.24,85.57,87.95,2.95,89.18,84.03,1.21,85.86,843.242995,0.066498,843.07675,843.442488,17.310056,0.165287,17.034577,17.509248,79.35,3.97,0
2019-8-9 15:40,1.990597,0.978488,0.3087,4.90614,4.392759,1.395062,1.124827,0.343,4.13285,4.13285,3.415253,1.059904,1.07797,5.65639,5.65639,4.867921,0.818806,2.60954,6.41794,6.41794,5.808996,0.629417,4.13055,7.18227,6.930503,6.501952,0.463262,4.8916,7.9444,7.1812,57.93,16.63,78.65,66.32,12.52,83.74,66.56,8.08,80.72,843.159872,0.049873,843.010252,843.309492,17.852536,0.347527,17.110864,18.204301,69.27,3.95,0
2019-8-9 15:50,1.791374,0.683486,0.3087,4.1399,3.626519,1.055492,0.855748,0.343,3.37488,3.37488,2.613267,0.592142,1.07797,4.13025,3.878437,3.721593,0.497377,2.60954,4.89458,4.89458,4.56542,0.477594,3.36762,5.65641,5.65641,5.67388,0.457157,4.8916,6.418,6.418,63.54,13.78,73.21,68.01,11.66,85.87,65.51,7.41,70.07,843.259619,0.016624,843.159872,843.359366,18.556066,0.161049,18.204301,18.801877,67.6,3.39,0
2019-8-9 16:00,3.39818,0.88041,1.07494,4.90614,4.90614,3.170228,1.081623,0.343,4.89082,4.89082,4.553754,0.927893,1.84104,6.41946,5.908203,5.321121,0.601727,3.37122,6.41794,6.166586,5.547311,0.436396,4.89348,6.41934,6.167573,5.76928,0.49379,3.3652,6.418,6.418,72.97,16.05,88.38,83.26,10.23,94.44,80.66,5.81,87.8,843.126624,0.083122,842.92713,843.309492,17.928823,0.275478,17.683011,18.539113,73.99,3.03,0
2019-8-9 16:10,2.478692,1.157789,0.3087,4.90614,4.653281,2.012808,1.324174,0.343,4.89082,4.38298,3.197015,0.89966,1.07797,4.89332,4.641507,4.170984,0.664947,1.84786,4.89458,4.89458,4.79964,0.469202,3.36762,5.65641,5.65641,5.074768,0.49608,3.3652,5.6548,5.6548,64.59,31.57,89.38,77.41,22.24,97.59,77.9,12.03,89.41,843.060126,0.049873,842.943755,843.176497,17.966966,0.080524,17.797441,18.128015,76.37,4.32,0
2019-8-9 16:20,3.091684,0.904163,1.07494,4.90614,4.90614,2.793517,1.102846,0.343,5.64879,4.89082,3.626624,0.667686,1.84104,4.89332,4.641507,3.984372,0.658853,1.84786,5.65626,5.145934,4.139705,0.617973,2.60469,5.65641,5.404643,4.036816,0.772358,1.8388,6.418,6.418,80.92,18.54,90.42,90.98,12.62,97.07,86.05,7.74,90.99,843.043501,0.033249,842.92713,843.159872,17.801679,0.110191,17.602487,17.971204,72.05,9.76,0
2019-8-9 16:30,2.910085,0.911059,1.07494,4.90614,4.90614,2.672242,1.041451,0.343,4.89082,4.64069,3.664777,0.766885,1.84104,4.89332,4.89332,4.394156,0.575068,2.60954,5.65626,5.404906,4.718006,0.530999,2.60469,5.65641,5.65641,4.668746,0.797544,2.602,6.418,5.906656,99.57,13.92,109.05,103.48,9.44,105.49,97.59,6.46,100.57,842.92713,0.033249,842.810759,843.060126,17.835584,0.093239,17.704202,17.975442,86.37,7.39,0
2019-8-9 16:40,1.517827,0.733292,0.3087,3.37366,3.37366,1.019867,0.811786,0.343,3.37488,3.37488,1.883009,0.864558,0.3149,4.13025,3.878437,2.58669,0.792147,0.3245,4.89458,4.384254,3.285986,0.757589,1.84176,4.89348,4.89348,3.672006,0.777701,1.8388,5.6548,5.402944,61.79,31.76,80.77,76.71,25.53,87.94,82.98,13.68,98.41,842.910506,0.016624,842.844008,842.993628,17.95849,0.127144,17.835584,18.293302,78.44,8.26,0
2019-8-9 16:50,1.123213,0.622953,0.3087,3.37366,2.860279,0.655284,0.546496,0.343,2.61691,2.61691,1.529707,0.600536,0.3149,3.36718,2.855923,1.808253,0.662662,0.3245,3.37122,2.860894,1.972984,0.807943,0.3159,3.36762,3.36762,2.579104,0.623534,1.0756,4.1284,3.617056,74.95,27.48,89.76,89.23,20.69,66.2,89.56,13.9,99.34,842.977003,0.016624,842.893881,843.060126,18.36535,0.042381,18.289064,18.471303,82.38,5.63,0
2019-8-9 17:00,0.415974,0.269716,0.3087,1.84118,1.327799,0.343,0,0.343,0.343,0.343,0.387392,0.228158,0.3149,1.84104,1.329783,0.678681,0.421209,0.3245,1.84786,1.596506,0.575296,0.382228,0.3159,1.84176,1.589993,1.112234,0.523555,0.3124,2.602,2.350144,28.55,18.27,358.66,56.8,22.46,0,68.98,25.11,36.32,842.893881,0.066498,842.744261,843.043501,18.055966,0.25005,17.666059,18.471303,33.99,40.11,0
2019-8-9 17:10,0.422104,0.272781,0.3087,1.07494,1.07494,0.343,0,0.343,0.343,0.343,0.410284,0.252576,0.3149,1.07797,0.826157,0.353444,0.146243,0.3245,1.08618,0.834826,0.3159,0,0.3159,0.3159,0.3159,0.381088,0.218275,0.3124,1.0756,1.0756,8.3,12.97,356.89,20.95,13.81,0,33.63,7.2,36.3,842.677763,0.033249,842.594641,842.810759,17.602487,0.050858,17.530439,17.687249,350.02,27.7,0
2019-8-9 17:20,1.180681,0.74172,0.3087,2.60742,2.354561,0.809152,0.607134,0.343,1.85894,1.85894,1.290103,0.737889,0.3149,2.60411,2.352297,1.171488,0.786815,0.3245,2.60954,2.358186,1.130709,0.830831,0.3159,2.60469,2.60469,1.369432,0.654062,0.3124,2.602,2.090656,334.59,8.94,327.17,337.4,11.28,324.52,341.87,32.78,318.78,842.661139,0.033249,842.561392,842.760886,17.653344,0.059334,17.496534,17.716916,295.85,22.9,0
2019-8-9 17:30,1.276461,0.410705,0.3087,1.84118,1.84118,0.546136,0.338813,0.343,1.85894,1.3511,1.345045,0.407479,0.3149,1.84104,1.84104,1.516529,0.434919,1.08618,2.60954,2.358186,1.265748,0.830068,0.3159,2.60469,2.60469,1.53352,0.37931,1.0756,2.602,2.090656,325.17,2.83,327.02,324.76,5.08,330.33,320.6,3.21,325.04,842.677763,0.016624,842.62789,842.744261,17.445676,0.008476,17.4372,17.496534,282.08,5.63,0
2019-8-9 17:40,2.276404,0.573148,1.07494,3.37366,3.120801,1.84757,0.677625,0.343,3.37488,2.86704,2.217234,0.415873,1.07797,3.36718,2.855923,1.944593,0.40826,1.08618,2.60954,2.60954,1.557187,0.556176,0.3159,2.60469,2.352923,1.579312,0.549504,0.3124,2.602,2.350144,317.48,8.41,317.35,318.34,8.12,321.68,308.96,12.36,320.22,842.677763,0.016624,842.611266,842.727637,17.420247,0.021191,17.382104,17.466867,268.55,7.94,0
2019-8-9 17:50,2.60742,0.331016,1.84118,3.37366,3.120801,2.278097,0.397176,1.10097,3.37488,2.86704,2.381294,0.347197,1.84104,2.60411,2.60411,2.30106,0.373985,1.84786,2.60954,2.60954,2.221699,0.384517,1.07883,2.60469,2.60469,2.35625,0.367862,1.8388,3.3652,2.853856,308.55,4.33,308.85,304.12,2.27,305.83,284.13,1.83,284.22,842.644514,0.016624,842.578017,842.727637,17.297341,0.110191,17.047292,17.394818,255.7,3.65,0
2019-8-9 18:00,3.391284,0.603797,1.84118,4.90614,4.392759,3.172502,0.670803,1.85894,4.13285,4.13285,3.235169,0.640216,1.84104,4.13025,4.13025,2.997997,0.608582,1.84786,4.1329,4.1329,2.69853,0.558465,1.84176,4.13055,3.878783,2.603526,0.49608,1.8388,4.1284,3.617056,326.46,7.35,331.23,325.28,9.19,331.06,313.97,12.42,319.47,842.561392,0.049873,842.445021,842.661139,16.928624,0.033905,16.886243,17.05153,278.41,9.75,0
2019-8-9 18:10,4.949816,0.600732,3.37366,6.43862,6.185761,4.817297,0.611682,3.37488,6.40676,6.15663,4.987178,0.630296,3.36718,6.41946,6.167647,4.671408,0.611629,3.37122,6.41794,5.907614,4.231257,0.601952,2.60469,5.65641,5.404643,3.952864,0.556373,2.602,5.6548,5.143456,327.98,4.56,325.28,329.84,3.77,333.48,322.51,4.02,327.21,842.361899,0.033249,842.278777,842.511519,16.954053,0.042381,16.882005,17.017625,287.63,6.19,0
2019-8-9 18:20,4.921465,0.370094,4.1399,5.67238,5.67238,4.750596,0.382775,4.13285,5.64879,5.39866,4.964286,0.354064,4.13025,5.65639,5.404577,4.784136,0.40826,3.37122,5.65626,5.65626,4.341882,0.627891,1.84176,5.65641,5.404643,3.88036,0.787622,1.8388,5.6548,5.402944,336.91,5.48,330.04,337.43,6.25,328.78,326.78,5.93,325.66,842.295401,0.016624,842.228903,842.395148,16.814195,0.080524,16.699765,17.000672,289.09,9.51,0
